BugName,Notes,TBar-time,TBar-10k,CURE-10k,SequenceR-50,Hercules-NFL,SimFix,fixminer,dlfix,acs,capgen-NFL,PAR,SOFix,PraPR,JAID,SketchFix,LSRepair,ssFix,NPEFix,Ratchet,Codit,AVATAR,CoCoNut,ARJA,GenProg,MutRepair,kPAR,RSRepair,Kali,Dynamoth,Nopol,Cardumen,VFix,iFixR,ConFix,Restore,HDRepair,,,file_no,class_no,method_no,line_no,add_line_no,del_line_no,mod_line_no,chunk_no,fail_test_no,action_no,pattern_no,First exception,add_char_no,del_char_no,node_match,insert_node,delete_node,update_node,move_tree,insert_tree,delete_tree
Math 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,0,0,1,1,3,2,AssertionFailedError,139,0,1411,4,4,0,0,1,0
Math 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8,6,0,2,2,1,3,3,TooManyEvaluationsException,340,40,1414,15,7,2,4,10,0
Math 41,,,,3,,,3,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,4,3,AssertionFailedError,21,17,1521,4,5,0,0,1,0
Math 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,1,2,1,1,3,AssertionFailedError,66,0,2422,3,2,0,1,2,0
Math 43,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,0,0,3,3,6,1,1,AssertionFailedError,68,107,2209,9,18,3,6,0,0
Math 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,6,1,0,3,1,5,2,AssertionFailedError,182,22,1361,4,4,0,0,2,1
Math 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,0,0,1,1,5,1,AssertionFailedError,189,0,1157,3,3,0,0,3,0
Math 46,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,2,2,2,2,2,AssertionFailedError,8,38,3626,3,9,0,2,0,0
Math 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,2,0,3,4,2,5,4,AssertionFailedError,130,67,3601,10,3,0,2,2,1
Math 49,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,1,4,4,0,0,4,4,1,2,2,MathRuntimeException$6,76,92,3947,7,7,0,0,0,0
Math 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,0,0,1,1,3,1,Exception,48,0,743,0,0,0,0,1,0
Math 50,,3,2,3,,,,,3,,,,3,3,3,3,,3,,,,,,3,3,,3,3,3,3,3,,,,,3,3,,,1,1,1,4,0,4,0,1,1,3,1,AssertionFailedError,0,113,741,0,0,0,0,0,1
Math 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,0,0,3,1,7,1,TooManyEvaluationsException,193,0,734,3,0,0,0,2,0
Math 52,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,0,3,3,1,4,2,AssertionFailedError,143,12,5382,3,5,3,0,3,0
Math 53,,,,,,,3,,,,3,,,,3,,,3,,,,,,,3,,,,,,,,,,,3,3,,,1,1,1,3,3,0,0,1,1,2,1,AssertionFailedError,37,0,2756,3,3,0,0,1,0
Math 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,6,0,1,2,1,7,2,AssertionFailedError,150,21,9617,9,3,1,2,4,0
Math 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,18,17,0,1,5,1,8,4,AssertionFailedError,788,63,2232,10,10,0,5,18,3
Math 56,,2,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,7,0,6,1,1,1,4,3,AssertionFailedError,14,65,844,3,0,1,1,0,3
Math 57,,3,3,3,3,3,3,3,3,,3,,3,,,,,3,,,3,,3,,,,,,,,,,,3,,,,,,1,1,1,1,0,0,1,1,1,1,1,AssertionFailedError,6,3,1350,3,3,1,0,0,0
Math 58,,3,3,3,3,3,,,3,,3,,3,3,,,,,,,,,3,3,,,3,3,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,4,2,NotStrictlyPositiveException,11,38,1249,3,3,0,0,0,1
Math 59,,3,,3,,3,3,,3,,3,,3,3,,3,,3,,,3,3,3,,,,,,,,,,,,,3,,,,1,1,1,1,0,0,1,1,1,2,2,AssertionFailedError,3,3,16760,3,3,1,0,0,0
Math 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,2,9,1,2,1,8,4,ConvergenceException,77,199,639,0,2,0,2,1,1
Math 61,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,2,2,1,2,2,MathRuntimeException$4,118,140,552,2,4,3,3,0,0
Math 62,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,0,1,3,2,1,13,3,AssertionFailedError,49,154,724,5,4,4,4,1,4
Math 63,,2,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,3,2,AssertionFailedError,16,47,6582,6,11,1,2,0,2
Math 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,27,19,5,3,13,2,15,9,AssertionFailedError,516,196,3778,11,5,2,3,16,0
Math 65,,3,3,3,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,7,0,5,2,2,1,7,3,AssertionFailedError,25,166,1143,12,12,2,5,1,3
Math 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,22,0,11,11,12,4,19,6,AssertionFailedError,249,981,874,11,24,13,10,0,15
Math 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0,2,2,1,2,1,AssertionFailedError,26,51,1195,11,11,0,2,2,2
Math 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,10,0,2,9,2,9,3,AssertionFailedError,330,92,3677,16,5,0,3,5,0
Math 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,2,2,3,AssertionFailedError,40,45,955,2,4,0,2,0,0
Math 70,,3,3,3,,3,3,3,3,,3,3,3,3,,3,3,3,3,,3,,,3,3,,3,3,,,,3,,,3,,3,,,1,1,1,1,0,0,1,1,1,3,2,NullPointerException,13,10,322,1,0,0,0,0,0
Math 71,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,7,7,0,0,2,2,2,1,AssertionFailedError,193,0,2367,4,4,0,0,7,0
Math 72,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,2,2,1,2,2,AssertionFailedError,28,30,1148,3,3,2,0,0,0
Math 73,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,0,0,1,1,3,1,AssertionFailedError,127,0,1128,3,3,0,0,1,0
Math 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,3,0,4,3,1,5,3,AssertionFailedError,258,111,1450,26,8,3,10,7,0
Math 75,,3,3,3,3,3,3,3,3,,3,3,3,3,,,3,,,,,,,,,,3,,,,,,,3,3,,,,,1,1,1,1,0,0,1,1,1,2,2,AssertionFailedError,22,25,1787,3,3,1,0,0,0
Math 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,14,6,0,8,12,2,7,5,AssertionFailedError,80,98,1761,9,21,10,18,2,2
Math 77,,3,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,2,2,10,0,9,1,2,2,8,3,AssertionFailedError,1,153,8887,6,6,1,0,0,1
Math 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,11,11,0,0,3,1,6,3,MathRuntimeException$4,309,0,1041,3,3,0,0,1,0
Math 79,,3,3,3,,,3,3,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,2,2,1,1,1,NullPointerException,12,6,5423,4,4,2,0,0,0
Math 80,,3,2,3,,,,,,,3,,3,,3,,,3,,,,,3,,,,,,,,,,,,,3,,,,1,1,1,1,0,0,1,1,1,1,2,AssertionFailedError,5,3,10507,5,4,0,5,0,0
Math 81,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,1,0,3,3,1,4,4,ArrayIndexOutOfBoundsException,52,7,10489,11,11,3,0,1,0
Math 82,,3,3,3,3,3,,3,3,3,,,3,3,3,3,,,,,,3,3,,,3,3,,,,,,,,,3,3,,,1,1,1,1,0,0,1,1,1,1,2,AssertionFailedError,1,2,687,0,0,1,0,0,0
Math 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0,3,3,1,3,2,AssertionFailedError,162,114,2071,5,2,2,1,0,0
Math 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,0,0,3,2,6,2,AssertionFailedError,250,0,428,0,0,0,0,5,0
Math 85,,3,3,,3,3,,3,3,3,3,3,3,3,3,3,,,,,,3,,,,3,3,,,,,,,,,3,,,,1,1,1,1,0,0,1,1,1,1,2,MathException,1,2,641,0,0,1,0,0,0
Math 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,3,3,0,2,2,6,1,AssertionFailedError,91,97,1442,4,4,0,1,1,1
Math 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,0,2,2,3,1,2,2,AssertionFailedError,105,54,1989,6,4,0,4,1,0
Math 88,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,11,5,6,0,4,1,8,4,AssertionFailedError,135,169,1962,4,7,0,2,3,5
Math 89,,3,3,,,,,,,3,,,,,,,3,,,,,3,,,,,3,,,,,,,,,,,,,1,1,1,4,4,0,0,2,1,3,1,ClassCastException,112,0,1377,5,3,0,1,2,0
Math 90,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,2,3,3,0,0,2,1,2,1,IllegalArgumentException,66,0,1345,7,3,0,3,3,0
Math 91,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,2,1,1,3,3,AssertionFailedError,88,47,1739,15,5,4,2,0,1
Math 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,54,48,5,1,12,1,15,8,AssertionFailedError,1025,220,3364,23,25,3,15,14,1
Math 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,10,8,0,2,3,1,7,5,AssertionFailedError,161,71,3367,12,8,5,2,3,0
Math 94,,2,,3,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,2,AssertionFailedError,15,6,3326,10,5,1,5,0,0
Math 95,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,1,3,1,2,2,IllegalArgumentException,25,4,421,3,0,0,1,1,0
Math 96,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,2,3,AssertionFailedError,39,161,2379,5,9,0,2,0,4
Math 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,16,14,0,2,5,1,4,3,IllegalArgumentException,234,3,947,18,0,2,6,6,0
Math 98,,3,,3,,3,3,,3,,,,,,,,,,,,3,,3,3,,,,,,,,,,,,,,,,2,2,2,2,0,0,2,2,2,1,3,ArrayIndexOutOfBoundsException,32,38,11167,8,8,0,0,0,0
Math 99,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,8,8,0,0,2,2,3,1,AssertionFailedError,256,0,3867,4,4,0,0,2,0
Math 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0,3,3,1,2,2,ArrayIndexOutOfBoundsException,122,110,1035,4,4,3,0,0,0
Math 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0,1,1,2,2,2,StringIndexOutOfBoundsException,66,1,1697,5,3,0,1,2,0
Math 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,17,17,0,0,3,6,6,3,AssertionFailedError,407,0,1446,6,3,0,1,7,0
Math 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,10,10,0,0,2,1,3,4,MaxIterationsExceededException,207,0,447,2,0,0,1,1,0
Math 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,1,1,3,AssertionFailedError,7,6,825,0,0,1,0,0,0
Math 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,2,2,AssertionFailedError,19,6,1066,7,3,0,1,1,0
Math 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8,8,0,0,4,1,3,2,AssertionFailedError,130,0,590,0,0,0,0,2,0
Mock 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,11,0,1,1,26,6,2,UnsupportedOperationException,464,42,724,3,2,1,1,6,0
Mock 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,7,7,0,0,3,3,4,2,AssertionFailedError,218,0,77,0,0,0,0,3,0
Mock 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,18,15,1,2,3,9,9,2,AssertionFailedError,567,176,718,17,4,2,10,12,0
Mock 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,5,3,0,2,3,4,3,4,Exception,138,38,2492,9,3,0,2,1,0
Mock 5,,,,3,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,1,AssertionFailedError,15,64,374,1,1,0,0,0,0
Mock 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,20,0,0,20,20,7,3,3,ComparisonFailure,928,725,1923,52,58,4,16,15,13
Mock 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,2,2,MockitoException,62,0,2119,4,4,0,0,1,0
Mock 8,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,2,StackOverflowError,40,0,2114,5,4,0,1,1,0
Mock 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,0,0,3,3,4,1,MockitoException,234,0,67,0,0,0,0,3,0
Mock 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,10,5,0,5,7,1,7,2,MockitoException,632,166,550,11,0,1,2,9,0
Mock 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,9,8,0,1,3,2,7,2,AssertionFailedError,171,2,162,2,1,0,1,4,0
Mock 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,0,0,3,10,3,1,ClassCastException,137,0,77,2,0,0,1,2,0
Mock 13,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,1,3,1,3,2,AssertionFailedError,91,86,418,0,2,0,1,1,1
Mock 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5,4,0,1,5,1,4,2,AssertionFailedError,358,42,1094,4,0,0,2,4,0
Mock 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,0,0,3,1,3,1,AssertionFailedError,134,0,131,2,0,0,1,2,0
Mock 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,6,2,1,3,5,1,5,1,MissingMethodInvocationException,96,159,2961,8,6,0,2,0,5
Mock 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,9,7,0,2,6,1,6,2,NotSerializableException,273,154,735,7,8,2,4,5,2
Mock 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,0,0,1,1,3,1,NullPointerException,68,0,471,1,0,0,1,2,0
Mock 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,26,18,0,8,11,1,11,2,AssertionFailedError,504,13,948,4,0,1,0,7,0
Mock 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,0,2,3,8,7,1,ComparisonFailure,163,92,505,0,0,3,0,1,0
Mock 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,20,16,0,4,5,1,14,3,InstantationException,530,156,188,13,4,8,8,5,0
Mock 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,1,1,1,2,1,RuntimeException,34,0,199,1,0,0,1,2,0
Mock 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,18,15,0,3,8,1,11,2,NotSerializableException,451,84,438,33,0,0,4,6,0
Mock 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,2,3,2,AssertionFailedError,58,0,457,2,0,0,1,1,0
Mock 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,31,25,2,4,10,6,13,2,ClassCastException,1150,218,324,35,6,8,9,20,1
Mock 26,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,4,1,3,ClassCastException,4,3,478,0,0,1,0,0,0
Mock 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,1,1,1,1,5,2,AssertionFailedError,61,218,509,2,5,3,3,0,4
Mock 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0,1,1,1,3,3,AssertionFailedError,40,0,357,3,1,0,1,2,0
Mock 29,,3,3,3,,,,3,,,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,3,Exception,68,42,144,2,0,0,1,1,0
Mock 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,1,0,2,3,1,4,2,AssertionFailedError,102,81,1782,19,17,0,3,1,0
Mock 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,1,2,1,4,2,ComparisonFailure,130,5,263,1,0,1,0,3,0
Mock 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,0,1,2,1,2,2,AssertionFailedError,186,23,271,9,0,1,2,5,0
Mock 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,11,0,1,2,2,7,4,AssertionFailedError,290,14,533,11,1,1,3,3,0
Mock 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,2,2,2,ArrayIndexOutOfBoundsException,49,18,459,2,0,0,1,1,0
Mock 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,0,0,3,3,4,3,2,NullPointerException,151,95,1722,5,3,3,2,5,0
Mock 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,0,0,2,2,3,1,NullPointerException,146,0,959,0,0,0,0,2,0
Mock 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,8,8,0,0,2,2,3,1,AssertionFailedError,309,0,261,0,0,0,0,2,0
Mock 38,,3,3,3,,,,3,3,,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,2,1,3,NullPointerException,75,53,205,2,0,0,1,1,0
Time 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,13,9,3,1,3,1,7,4,AssertionFailedError,413,46,3859,6,4,0,1,2,1
Time 2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,7,6,0,1,3,1,5,4,IllegalArgumentException,100,60,3849,4,6,0,1,2,1
Time 3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,20,20,0,0,20,5,1,2,ComparisonFailure,190,0,3998,23,3,0,10,10,0
Time 4,,,2,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,4,3,AssertionFailedError,42,42,3253,5,5,0,0,0,0
Time 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,6,0,6,2,3,12,4,UnsupportedOperationException,600,139,4890,46,15,10,9,6,1
Time 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,26,26,0,0,3,5,7,4,AssertionFailedError,812,0,4048,4,4,0,0,4,0
Time 7,,3,3,,,,3,3,3,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,1,1,1,2,1,1,0,2,2,4,3,IllegalFieldValueException,80,50,2829,3,3,0,0,1,1
Time 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,0,2,3,1,6,5,IllegalArgumentException,173,15,3774,10,4,0,2,4,0
Time 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,9,6,0,3,5,1,5,2,AssertionFailedError,335,142,3691,10,15,0,6,3,3
Time 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,0,1,2,2,3,2,IllegalFieldValueException,91,9,969,2,2,0,0,1,0
Time 11,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,0,4,1,1,5,2,AssertionFailedError,79,57,3861,3,3,0,0,1,1
Time 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,14,12,0,2,8,8,8,4,AssertionFailedError,436,20,11504,12,8,0,2,8,0
Time 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,0,1,3,1,6,3,ComparisonFailure,162,3,7164,8,6,0,1,4,0
Time 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,0,0,2,8,5,2,IllegalFieldValueException,256,0,1259,2,2,0,0,1,0
Time 15,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,0,0,1,1,3,1,AssertionFailedError,119,0,1039,3,3,0,0,1,0
Time 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,7,3,3,AssertionFailedError,33,14,2814,7,3,1,1,2,0
Time 17,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,18,13,0,5,5,1,11,6,AssertionFailedError,607,262,3625,10,16,0,8,10,3
Time 18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,12,0,0,2,1,5,3,IllegalFieldValueException,270,0,3950,6,4,0,1,1,0
Time 19,,3,3,3,,,,3,3,,,,3,3,,,,,,,,3,3,,,,3,,,,,,,,3,3,3,,,1,1,1,1,0,0,1,1,1,1,2,ComparisonFailure,2,1,3659,4,4,1,0,0,0
Time 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8,6,0,2,3,1,7,4,IllegalArgumentException,173,69,10776,13,6,2,7,6,0
Time 21,deprecated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,18,12,2,4,5,2,8,5,ComparisonFailure,407,122,,,,,,,
Time 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,5,0,1,2,2,4,3,AssertionFailedError,194,27,2282,7,7,0,2,1,1
Time 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,13,5,4,4,8,1,3,2,ComparisonFailure,212,208,3615,22,22,2,6,7,6
Time 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,0,0,1,7,4,1,AssertionFailedError,107,0,1617,3,3,0,0,1,0
Time 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,0,0,1,3,6,3,ComparisonFailure,232,0,3532,4,4,0,0,1,0
Time 26,,3,3,,,3,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,7,7,0,0,7,7,8,3,2,ComparisonFailure,112,49,6391,20,12,0,0,1,0
Time 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,0,0,2,1,1,2,IllegalArgumentException,61,0,7148,5,3,0,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,